,SPACE,,,
,False,False
Pray,pray,INTJ,UH,advcl,Xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
console,console,VERB,VB,dep,xxxx,True,False
your,-PRON-,ADJ,PRP$,poss,xxxx,True,False
loving,love,VERB,VBG,amod,xxxx,True,False
poet,poet,NOUN,NN,dobj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False

,
,SPACE,,,
,False,False
Make,make,VERB,VB,conj,Xxxx,True,False
my,-PRON-,ADJ,PRP$,poss,xx,True,False
coat,coat,NOUN,NN,nsubj,xxxx,True,False
look,look,VERB,VB,ccomp,xxxx,True,False
new,new,ADJ,JJ,acomp,xxx,True,False
,,,,PUNCT,,,punct,,,False,False
dear,dear,ADJ,JJ,intj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
sew,sew,VERB,VB,ccomp,xxx,True,False
it,-PRON-,PRON,PRP,nsubj,xx,True,False
?,?,PUNCT,.,punct,?,False,False

,
,SPACE,,,
,False,False
⁠Just,⁠just,PROPN,NNP,advmod,⁠Xxxx,False,False
compare,compare,VERB,VB,ROOT,xxxx,True,False
heart,heart,NOUN,NN,dobj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
beard,beard,NOUN,NN,conj,xxxx,True,False
and,and,CCONJ,CC,cc,xxx,True,False
heard,hear,VERB,VBD,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False

,
,SPACE,,,
,False,False
⁠Dies,⁠dies,PROPN,NNP,conj,⁠Xxxx,False,False
and,and,CCONJ,CC,cc,xxx,True,False
diet,diet,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
lord,lord,NOUN,NN,conj,xxxx,True,False
and,and,CCONJ,CC,cc,xxx,True,False
word,word,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False

,
,SPACE,,,
,False,False
Sword,sword,PROPN,NNP,conj,Xxxxx,True,False
and,and,CCONJ,CC,cc,xxx,True,False
sward,sward,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
retain,retain,VERB,VB,conj,xxxx,True,False
and,and,CCONJ,CC,cc,xxx,True,False
Britain,britain,PROPN,NNP,conj,Xxxxx,True,False
,,,,PUNCT,,,punct,,,False,False

,
,SPACE,,,
,False,False
(,(,PUNCT,-LRB-,punct,(,False,False
Mind,mind,VERB,VB,conj,Xxxx,True,False
the,the,DET,DT,det,xxx,True,False
latter,latter,ADJ,JJ,dobj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
how,how,ADV,WRB,advmod,xxx,True,False
it,-PRON-,PRON,PRP,nsubjpass,xx,True,False
's,be,VERB,VBZ,auxpass,'x,False,False
written,write,VERB,VBN,conj,xxxx,True,False
!,!,PUNCT,.,punct,!,False,False
),),PUNCT,-RRB-,punct,),False,False

,
,SPACE,,,
,False,False
⁠Made,⁠made,PROPN,NNP,nsubj,⁠Xxxx,False,False
has,have,VERB,VBZ,ROOT,xxx,True,False
not,not,ADV,RB,neg,xxx,True,False
the,the,DET,DT,det,xxx,True,False
sound,sound,NOUN,NN,dobj,xxxx,True,False
of,of,ADP,IN,prep,xx,True,False
bade,bade,NOUN,NN,pobj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False

,
,SPACE,,,
,False,False
⁠Say,⁠say,PROPN,NNP,nmod,⁠Xxx,False,False
—,—,PUNCT,,,nsubj,—,False,False
said,say,VERB,VBD,ROOT,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
pay,pay,NOUN,NN,compound,xxx,True,False
—,—,NUM,CD,punct,—,False,False
paid,pay,VERB,VBN,xcomp,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
laid,lay,VERB,VBN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
but,but,CCONJ,CC,cc,xxx,True,False
plaid,plaid,NOUN,NN,conj,xxxx,True,False
.,.,PUNCT,.,punct,.,False,False

,
,SPACE,,,
,False,False
Now,now,ADV,RB,advmod,Xxx,True,False
I,-PRON-,PRON,PRP,nsubj,X,True,False
surely,surely,ADV,RB,advmod,xxxx,True,False
will,will,VERB,MD,aux,xxxx,True,False
not,not,ADV,RB,neg,xxx,True,False
plague,plague,VERB,VB,ROOT,xxxx,True,False
you,-PRON-,PRON,PRP,dobj,xxx,True,False

,
,SPACE,,,
,False,False
With,with,ADP,IN,prep,Xxxx,True,False
such,such,ADJ,JJ,amod,xxxx,True,False
words,word,NOUN,NNS,pobj,xxxx,True,False
as,as,ADP,IN,prep,xx,True,False
vague,vague,ADJ,JJ,amod,xxxx,True,False
and,and,CCONJ,CC,cc,xxx,True,False
ague,ague,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False

,
,SPACE,,,
,False,False
⁠But,⁠but,CCONJ,CC,aux,⁠Xxx,False,False
be,be,VERB,VB,ROOT,xx,True,False
careful,careful,ADJ,JJ,acomp,xxxx,True,False
how,how,ADV,WRB,advmod,xxx,True,False
you,-PRON-,PRON,PRP,nsubj,xxx,True,False
speak,speak,VERB,VBP,ccomp,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False

,
,SPACE,,,
,False,False
⁠Say,⁠say,PROPN,NNP,compound,⁠Xxx,False,False
break,break,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
steak,steak,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
but,but,CCONJ,CC,cc,xxx,True,False
bleak,bleak,ADJ,JJ,conj,xxxx,True,False
and,and,CCONJ,CC,cc,xxx,True,False
streak,streak,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False

,
,SPACE,,,
,False,False
Previous,previous,PROPN,NNP,conj,Xxxxx,True,False
,,,,PUNCT,,,punct,,,False,False
precious,precious,ADJ,JJ,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False
fuchsia,fuchsia,ADJ,JJ,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
via,via,ADP,IN,prep,xxx,True,False
;,;,PUNCT,:,punct,;,False,False

,
,SPACE,,,
,False,False
Pipe,pipe,PROPN,NNP,nsubj,Xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
snipe,snipe,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
recipe,recipe,NOUN,NN,conj,xxxx,True,False
and,and,CCONJ,CC,cc,xxx,True,False
choir,choir,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False

,
,SPACE,,,
,False,False
⁠Cloven,⁠cloven,PROPN,NNP,appos,⁠Xxxxx,False,False
,,,,PUNCT,,,punct,,,False,False
oven,oven,VERB,VB,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False
how,how,ADV,WRB,advmod,xxx,True,False
and,and,CCONJ,CC,cc,xxx,True,False
low,low,ADJ,JJ,conj,xxx,True,False
;,;,PUNCT,:,punct,;,False,False

,
,SPACE,,,
,False,False
⁠Script,⁠script,PROPN,NNP,conj,⁠Xxxxx,False,False
,,,,PUNCT,,,punct,,,False,False
receipt,receipt,NOUN,NN,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False
shoe,shoe,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
poem,poem,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
toe,toe,NOUN,NN,conj,xxx,True,False
,,,,PUNCT,,,punct,,,False,False

,
,SPACE,,,
,False,False
Hear,hear,VERB,VB,ROOT,Xxxx,True,False
me,-PRON-,PRON,PRP,nsubj,xx,True,False
say,say,VERB,VB,parataxis,xxx,True,False
,,,,PUNCT,,,punct,,,False,False
devoid,devoid,ADJ,JJ,amod,xxxx,True,False
of,of,ADP,IN,prep,xx,True,False
trickery,trickery,NOUN,NN,pobj,xxxx,True,False
:,:,PUNCT,:,punct,:,False,False

,
,SPACE,,,
,False,False
Daughter,daughter,NOUN,NN,appos,Xxxxx,True,False
,,,,PUNCT,,,punct,,,False,False
laughter,laughter,NOUN,NN,conj,xxxx,True,False
and,and,CCONJ,CC,cc,xxx,True,False
Terpsichore,terpsichore,PROPN,NNP,conj,Xxxxx,True,False
,,,,PUNCT,,,punct,,,False,False

,
,SPACE,,,
,False,False
⁠Typhoid,⁠typhoid,NOUN,NN,appos,⁠Xxxxx,False,False
;,;,PUNCT,:,punct,;,False,False
measles,measle,NOUN,NNS,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
topsails,topsail,NOUN,NNS,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
aisles,aisle,NOUN,NNS,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False

,
,SPACE,,,
,False,False
⁠Exiles,⁠exile,NOUN,NNS,conj,⁠Xxxxx,False,False
,,,,PUNCT,,,punct,,,False,False
similes,simile,NOUN,NNS,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
reviles,revile,VERB,VBZ,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False

,
,SPACE,,,
,False,False
Wholly,wholly,ADV,RB,conj,Xxxxx,True,False
,,,,PUNCT,,,punct,,,False,False
holly,holly,PROPN,NNP,conj,xxxx,True,False
;,;,PUNCT,,,punct,;,False,False
signal,signal,NOUN,NN,appos,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
signing,signing,NOUN,NN,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False

,
,SPACE,,,
,False,False
Thames,thames,PROPN,NNP,appos,Xxxxx,True,False
;,;,PUNCT,,,punct,;,False,False
examining,examine,VERB,VBG,acl,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
combining,combine,VERB,VBG,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False

,
,SPACE,,,
,False,False
⁠Scholar,⁠scholar,PROPN,NNP,conj,⁠Xxxxx,False,False
,,,,PUNCT,,,punct,,,False,False
vicar,vicar,NOUN,NN,conj,xxxx,True,False
and,and,CCONJ,CC,cc,xxx,True,False
cigar,cigar,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False

,
,SPACE,,,
,False,False
⁠Solar,⁠solar,PROPN,NNP,conj,⁠Xxxxx,False,False
,,,,PUNCT,,,punct,,,False,False
mica,mica,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
war,war,NOUN,NN,conj,xxx,True,False
and,and,CCONJ,CC,cc,xxx,True,False
far,far,ADV,RB,conj,xxx,True,False
.,.,PUNCT,.,punct,.,False,False

,
,SPACE,,,
,False,False
From,from,ADP,IN,ROOT,Xxxx,True,False
",",PUNCT,``,punct,",False,False
desire,desire,NOUN,NN,pobj,xxxx,True,False
",",PUNCT,'',punct,",False,False
:,:,PUNCT,:,punct,:,False,False
desirable,desirable,ADJ,JJ,amod,xxxx,True,False
—,—,PUNCT,NFP,punct,—,False,False
admirable,admirable,ADJ,JJ,amod,xxxx,True,False
from,from,ADP,IN,prep,xxxx,True,False
",",PUNCT,``,punct,",False,False
admire,admire,NOUN,NN,pcomp,xxxx,True,False
",",PUNCT,'',punct,",False,False
;,;,PUNCT,:,punct,;,False,False

,
,SPACE,,,
,False,False
Lumber,lumber,PROPN,NNP,appos,Xxxxx,True,False
,,,,PUNCT,,,punct,,,False,False
plumber,plumber,NOUN,NN,appos,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False
bier,bier,NOUN,NN,conj,xxxx,True,False
but,but,CCONJ,CC,cc,xxx,True,False
brier,brier,NOUN,NN,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False

,
,SPACE,,,
,False,False
⁠Chatham,⁠chatham,PROPN,NNP,conj,⁠Xxxxx,False,False
,,,,PUNCT,,,punct,,,False,False
brougham,brougham,PROPN,NNP,conj,xxxx,True,False
;,;,PUNCT,,,punct,;,False,False
renown,renown,ADJ,JJ,conj,xxxx,True,False
but,but,CCONJ,CC,cc,xxx,True,False
known,know,VERB,VBN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False

,
,SPACE,,,
,False,False
⁠Knowledge,⁠knowledge,NOUN,NN,conj,⁠Xxxxx,False,False
;,;,PUNCT,:,punct,;,False,False
done,do,VERB,VBN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
but,but,CCONJ,CC,cc,xxx,True,False
gone,go,VERB,VBN,conj,xxxx,True,False
and,and,CCONJ,CC,cc,xxx,True,False
tone,tone,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False

,
,SPACE,,,
,False,False
One,one,NUM,CD,conj,Xxx,True,False
,,,,PUNCT,,,punct,,,False,False
anemone,anemone,NOUN,NN,appos,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False
Balmoral,balmoral,PROPN,NNP,conj,Xxxxx,True,False
;,;,PUNCT,:,punct,;,False,False

,
,SPACE,,,
,False,False
Kitchen,kitchen,PROPN,NNP,conj,Xxxxx,True,False
,,,,PUNCT,,,punct,,,False,False
lichen,lichen,NOUN,NN,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False
laundry,laundry,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
laurel,laurel,NOUN,NN,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False

,
,SPACE,,,
,False,False
⁠Gertrude,⁠gertrude,PROPN,NNP,conj,⁠Xxxxx,False,False
,,,,PUNCT,,,punct,,,False,False
German,german,ADJ,JJ,conj,Xxxxx,True,False
;,;,PUNCT,:,punct,;,False,False
wind,wind,NOUN,NN,conj,xxxx,True,False
and,and,CCONJ,CC,cc,xxx,True,False
mind,mind,NOUN,NN,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False

,
,SPACE,,,
,False,False
⁠Scene,⁠scene,PUNCT,,,conj,⁠Xxxxx,False,False
,,,,PUNCT,,,punct,,,False,False
Melpomene,melpomene,PROPN,NNP,conj,Xxxxx,True,False
,,,,PUNCT,,,punct,,,False,False
mankind,mankind,NOUN,NN,conj,xxxx,True,False
;,;,PUNCT,,,punct,;,False,False

,
,SPACE,,,
,False,False
Tortoise,tortoise,PROPN,NNP,conj,Xxxxx,True,False
,,,,PUNCT,,,punct,,,False,False
turquoise,turquoise,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
chamois,chamois,NOUN,NN,compound,xxxx,True,False
-,-,PUNCT,HYPH,punct,-,False,False
leather,leather,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False

,
,SPACE,,,
,False,False
Reading,reading,PROPN,NNP,conj,Xxxxx,True,False
,,,,PUNCT,,,punct,,,False,False
Reading,reading,NOUN,NN,conj,Xxxxx,True,False
,,,,PUNCT,,,punct,,,False,False
heathen,heathen,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
heather,heather,PROPN,NNP,conj,xxxx,True,False
.,.,PUNCT,.,punct,.,False,False

,
,SPACE,,,
,False,False
⁠This,⁠this,ADJ,JJ,nsubj,⁠Xxxx,False,False
phonetic,phonetic,ADJ,JJ,amod,xxxx,True,False
labyrinth,labyrinth,NOUN,NN,appos,xxxx,True,False

,
,SPACE,,,
,False,False
⁠Gives,⁠gives,PROPN,NNP,ROOT,⁠Xxxxx,False,False
moss,moss,NOUN,NN,dobj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
gross,gross,ADJ,JJ,amod,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
brook,brook,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
brooch,brooch,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
ninth,ninth,ADJ,JJ,amod,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
plinth,plinth,NOUN,NN,conj,xxxx,True,False
.,.,PUNCT,.,punct,.,False,False

,
,SPACE,,,
,False,False
Billet,billet,PROPN,NNP,nsubj,Xxxxx,True,False
does,do,VERB,VBZ,aux,xxxx,True,False
not,not,ADV,RB,neg,xxx,True,False
end,end,VERB,VB,ccomp,xxx,True,False
like,like,ADP,IN,prep,xxxx,True,False
ballet,ballet,NOUN,NN,pobj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False

,
,SPACE,,,
,False,False
Bouquet,bouquet,PROPN,NNP,nsubj,Xxxxx,True,False
,,,,PUNCT,,,punct,,,False,False
wallet,wallet,NOUN,NN,appos,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
mallet,mallet,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
chalet,chalet,PROPN,NNP,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False

,
,SPACE,,,
,False,False
⁠Blood,⁠blood,NOUN,NN,conj,⁠Xxxxx,False,False
and,and,CCONJ,CC,cc,xxx,True,False
flood,flood,NOUN,NN,conj,xxxx,True,False
are,be,VERB,VBP,ROOT,xxx,True,False
not,not,ADV,RB,neg,xxx,True,False
like,like,ADP,IN,prep,xxxx,True,False
food,food,NOUN,NN,pobj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False

,
,SPACE,,,
,False,False
⁠Nor,⁠nor,PROPN,NNP,nsubj,⁠Xxx,False,False
is,be,VERB,VBZ,conj,xx,True,False
mould,mould,NOUN,NN,aux,xxxx,True,False
like,like,VERB,VB,prep,xxxx,True,False
should,should,VERB,MD,xcomp,xxxx,True,False
and,and,CCONJ,CC,cc,xxx,True,False
would,would,VERB,MD,conj,xxxx,True,False
.,.,PUNCT,.,punct,.,False,False

,
,SPACE,,,
,False,False
Banquet,banquet,PROPN,NNP,nsubj,Xxxxx,True,False
is,be,VERB,VBZ,ccomp,xx,True,False
not,not,ADV,RB,neg,xxx,True,False
nearly,nearly,ADV,RB,advmod,xxxx,True,False
parquet,parquet,NOUN,NN,attr,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False

,
,SPACE,,,
,False,False
Which,which,ADJ,WDT,nsubjpass,Xxxxx,True,False
is,be,VERB,VBZ,auxpass,xx,True,False
said,say,VERB,VBN,ROOT,xxxx,True,False
to,to,PART,TO,prep,xx,True,False
rime,rime,VERB,VB,pobj,xxxx,True,False
with,with,ADP,IN,prep,xxxx,True,False
",",PUNCT,``,punct,",False,False
darky,darky,ADJ,JJ,pobj,xxxx,True,False
",",PUNCT,'',punct,",False,False
.,.,PUNCT,.,punct,.,False,False

,
,SPACE,,,
,False,False
⁠Viscous,⁠viscous,PROPN,NNP,amod,⁠Xxxxx,False,False
,,,,PUNCT,,,punct,,,False,False
viscount,viscount,NOUN,NN,ROOT,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False
load,load,NOUN,NN,conj,xxxx,True,False
and,and,CCONJ,CC,cc,xxx,True,False
broad,broad,ADJ,JJ,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False

,
,SPACE,,,
,False,False
⁠Toward,⁠toward,PROPN,NNP,conj,⁠Xxxxx,False,False
,,,,PUNCT,,,punct,,,False,False
to,to,PART,TO,aux,xx,True,False
forward,forward,ADV,RB,relcl,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
to,to,PART,TO,aux,xx,True,False
reward,reward,VERB,VB,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False

,
,SPACE,,,
,False,False
And,and,CCONJ,CC,cc,Xxx,True,False
your,-PRON-,ADJ,PRP$,poss,xxxx,True,False
pronunciation,pronunciation,NOUN,NN,poss,xxxx,True,False
's,'s,PART,POS,case,'x,False,False
O.K.,o.k.,PROPN,NNP,ROOT,X.X.,False,False

,
,SPACE,,,
,False,False
When,when,ADV,WRB,advmod,Xxxx,True,False
you,-PRON-,PRON,PRP,nsubj,xxx,True,False
say,say,VERB,VBP,advcl,xxx,True,False
correctly,correctly,ADV,RB,advmod,xxxx,True,False
croquet,croquet,NOUN,NN,dobj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False

,
,SPACE,,,
,False,False
⁠Rounded,⁠rounded,PROPN,NNP,conj,⁠Xxxxx,False,False
,,,,PUNCT,,,punct,,,False,False
wounded,wound,VERB,VBN,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False
grieve,grieve,VERB,VB,conj,xxxx,True,False
and,and,CCONJ,CC,cc,xxx,True,False
sieve,sieve,NOUN,NN,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False

,
,SPACE,,,
,False,False
⁠Friend,⁠friend,PROPN,NNP,conj,⁠Xxxxx,False,False
and,and,CCONJ,CC,cc,xxx,True,False
fiend,fiend,NOUN,NN,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False
alive,alive,ADJ,JJ,conj,xxxx,True,False
and,and,CCONJ,CC,cc,xxx,True,False
live,live,VERB,VBP,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False

,
,SPACE,,,
,False,False
Liberty,liberty,PROPN,NNP,conj,Xxxxx,True,False
,,,,PUNCT,,,punct,,,False,False
library,library,NOUN,NN,appos,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False
heave,heave,VERB,VB,conj,xxxx,True,False
and,and,CCONJ,CC,cc,xxx,True,False
heaven,heaven,PROPN,NNP,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False

,
,SPACE,,,
,False,False
Rachel,rachel,PROPN,NNP,conj,Xxxxx,True,False
,,,,PUNCT,,,punct,,,False,False
ache,ache,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
moustache,moustache,NOUN,NN,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False
eleven,eleven,NUM,CD,appos,xxxx,True,False
.,.,PUNCT,.,punct,.,False,False

,
,SPACE,,,
,False,False
⁠We,⁠we,PROPN,NNP,nsubj,⁠Xx,False,False
say,say,VERB,VB,ROOT,xxx,True,False
hallowed,hallowed,ADJ,JJ,advmod,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
but,but,CCONJ,CC,cc,xxx,True,False
allowed,allow,VERB,VBN,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False

,
,SPACE,,,
,False,False
⁠People,⁠people,PROPN,NNP,nsubj,⁠Xxxxx,False,False
,,,,PUNCT,,,punct,,,False,False
leopard,leopard,NOUN,NN,appos,xxxx,True,False
;,;,PUNCT,,,punct,;,False,False
towed,tow,VERB,VBN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
but,but,CCONJ,CC,cc,xxx,True,False
vowed,vow,VERB,VBD,conj,xxxx,True,False

,
,SPACE,,,
,False,False
Mark,mark,PROPN,NNP,dobj,Xxxx,True,False
the,the,DET,DT,det,xxx,True,False
difference,difference,NOUN,NN,appos,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
moreover,moreover,ADV,RB,advmod,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False

,
,SPACE,,,
,False,False
Between,between,ADP,IN,prep,Xxxxx,True,False
mover,mover,NOUN,NN,pobj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
plover,plover,NOUN,NN,conj,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
Dover,dover,PROPN,NNP,conj,Xxxxx,True,False
,,,,PUNCT,,,punct,,,False,False

,
,SPACE,,,
,False,False
⁠Leeches,⁠leeches,PROPN,NNP,conj,⁠Xxxxx,False,False
,,,,PUNCT,,,punct,,,False,False
breeches,breech,NOUN,NNS,conj,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False
wise,wise,ADJ,JJ,amod,xxxx,True,False
,,,,PUNCT,,,punct,,,False,False
precise,precise,ADJ,JJ,amod,xxxx,True,False
;,;,PUNCT,:,punct,;,False,False

,
,SPACE,,,
,False,False
⁠Chalice,⁠chalice,NOUN,NN,pobj,⁠Xxxxx,False,False
but,but,CCONJ,CC,cc,xxx,True,False
police,police,NOUN,NNS,conj,xxxx,True,False
and,and,CCONJ,CC,cc,xxx,True,False
lice,lice,NOUN,NN,conj,xxxx,True,False
.,.,PUNCT,.,punct,.,False,False

,
,SPACE,,,
,False,False
Camel,camel,PROPN,NNP,ROOT,Xxxxx,True,False
;,;,PUNCT,:,punct,;,False,False
constable,constable,NOUN,NN,appos,xxxx,True,False
